1	77004	Houston	710 Shaw Station Apt. 103	1407	233
2	77098	Houston	305 Anthony Plain Suite 611	1407	233
3	77021	Houston	525 Walter Mount	1407	233
4	77201	Houston	831 Brandon Dale	1407	233
5	77081	Houston	PSC 5313, Box 8845	1407	233
6	77080	Houston	405 Mark Brooks Suite 804	1407	233
7	77017	Houston	USS Robinson	1407	233
8	77058	Houston	236 Smith Route	1407	233
9	77060	Houston	72233 Jeremy Trail	1407	233
10	77005	Houston	PSC 1065, Box 6861	1407	233
11	77021	Houston	0603 Chavez Square	1407	233
12	77018	Houston	3500 Karen Cove	1407	233
13	77040	Houston	91631 Rojas Forges	1407	233
14	77039	Houston	793 Smith Crest	1407	233
15	77040	Houston	8627 Thomas Trace Apt. 115	1407	233
16	77017	Houston	890 Hernandez Mountains	1407	233
17	77010	Houston	4736 Woods Crescent Suite 664	1407	233
18	77012	Houston	36330 Mills Fort	1407	233
19	77032	Houston	51047 Browning Club	1407	233
20	77061	Houston	4131 Nicolas View Apt. 372	1407	233
21	77022	Houston	79032 Lisa Gateway Apt. 906	1407	233
22	77077	Houston	78600 Charlotte Heights Suite 341	1407	233
23	77044	Houston	414 Hayes Common Apt. 141	1407	233
24	77031	Houston	USNV Bryant	1407	233
25	77007	Houston	PSC 9520, Box 6150	1407	233
26	77087	Houston	80079 Joshua Keys Apt. 596	1407	233
27	77047	Houston	5444 Schultz Fields Suite 441	1407	233
28	77058	Houston	55300 Lewis Neck	1407	233
29	77030	Houston	338 Watson Ridges Suite 148	1407	233
30	77091	Houston	9950 Hall Village Apt. 700	1407	233
31	77066	Houston	83538 David Garden	1407	233
32	77045	Houston	847 Kenneth Field	1407	233
33	77045	Houston	409 Gregory Springs	1407	233
34	77077	Houston	083 Cody Lake	1407	233
35	77038	Houston	PSC 8727, Box 7845	1407	233
36	77018	Houston	40277 Rodriguez Points	1407	233
37	77007	Houston	17476 Wallace Rapids Suite 405	1407	233
38	77062	Houston	0284 Vanessa Fork	1407	233
39	77057	Houston	617 Jeremy Walk	1407	233
40	77079	Houston	9511 Jennifer Vista	1407	233
41	77034	Houston	2773 Johnson Garden	1407	233
42	77077	Houston	88792 Stephanie Spurs	1407	233
43	77044	Houston	15695 Zachary Falls Apt. 216	1407	233
44	77082	Houston	064 Robert Forges	1407	233
45	77011	Houston	4910 Rodriguez Greens	1407	233
46	77028	Houston	0987 Robert Overpass	1407	233
47	77044	Houston	43706 Ramos Course	1407	233
48	77096	Houston	632 Watkins Tunnel	1407	233
49	77020	Houston	06001 Erika Road	1407	233
50	77049	Houston	92090 Brown Dam Suite 053	1407	233
51	77086	Houston	0864 Andre Plains Suite 137	1407	233
52	77091	Houston	018 Alice Cape	1407	233
53	77094	Houston	9961 Turner Light Suite 574	1407	233
54	77082	Houston	01835 Allen Run	1407	233
55	77082	Houston	27708 Brewer Burg Suite 286	1407	233
56	77051	Houston	90444 Heather Ranch	1407	233
57	77070	Houston	834 Anthony Squares Suite 693	1407	233
58	77045	Houston	611 Smith Locks	1407	233
59	77050	Houston	95627 Cindy Village Suite 914	1407	233
60	77039	Houston	854 Kathleen Villages	1407	233
61	77070	Houston	2485 Scott Mission	1407	233
62	77095	Houston	89983 Jennifer Square Suite 451	1407	233
63	77099	Houston	527 Johnston Extensions	1407	233
64	77046	Houston	PSC 1863, Box 5901	1407	233
65	77013	Houston	09751 Garcia Harbor Suite 464	1407	233
66	77005	Houston	01087 Moore Way	1407	233
67	77024	Houston	6480 Jason Brooks	1407	233
68	77049	Houston	PSC 2679, Box 5378	1407	233
69	77061	Houston	PSC 5689, Box 7059	1407	233
70	77022	Houston	392 Daniel Tunnel Apt. 405	1407	233
71	77070	Houston	4360 Ryan Ford Suite 128	1407	233
72	77019	Houston	7931 Robert Estates Apt. 227	1407	233
73	77003	Houston	USCGC Delgado	1407	233
74	77030	Houston	0524 Daniel Walk Apt. 398	1407	233
75	77092	Houston	35262 Brandi Roads Suite 643	1407	233
76	77016	Houston	004 Maxwell Lock	1407	233
77	77008	Houston	92945 Brandon Shores Apt. 699	1407	233
78	77044	Houston	725 Wilson Glen Apt. 476	1407	233
79	77081	Houston	15819 Wilcox Spring	1407	233
80	77002	Houston	7777 Johnston Loaf	1407	233
81	77050	Houston	PSC 1670, Box 2488	1407	233
82	77048	Houston	76650 Amy Causeway	1407	233
83	77010	Houston	0794 Alexander Extension	1407	233
84	77083	Houston	26937 Karen Villages Suite 392	1407	233
85	77028	Houston	446 Elizabeth View	1407	233
86	77089	Houston	PSC 1540, Box 5363	1407	233
87	77081	Houston	77999 Samuel Cliffs	1407	233
88	77012	Houston	164 Jessica Spur Apt. 803	1407	233
89	77029	Houston	39504 Williams Village Suite 912	1407	233
90	77083	Houston	PSC 1251, Box 9772	1407	233
91	77035	Houston	81043 Lindsay Lakes	1407	233
92	77095	Houston	92203 Ashley Creek Suite 994	1407	233
93	77053	Houston	980 Stephanie Estates Apt. 327	1407	233
94	77044	Houston	70682 Fernandez Point	1407	233
95	77051	Houston	84193 Mark Shoal	1407	233
96	77036	Houston	5923 Sharp Grove Apt. 442	1407	233
97	77034	Houston	2540 Jackson Alley	1407	233
98	77006	Houston	052 Kelly Road	1407	233
99	77007	Houston	5776 Booker Common Apt. 945	1407	233
100	77081	Houston	9880 Hawkins Flat Apt. 212	1407	233
101	79916	El Paso	USNV Kramer	1407	233
102	79906	El Paso	041 Kim Hills Apt. 410	1407	233
103	79908	El Paso	3691 Cooper Prairie Suite 405	1407	233
104	79922	El Paso	2456 Thomas Falls Apt. 983	1407	233
105	78214	San Antonio	6459 Yoder Junction	1407	233
106	78216	San Antonio	08216 Martinez Terrace	1407	233
107	78256	San Antonio	576 Parker Street Suite 200	1407	233
108	78209	San Antonio	84782 Megan Ferry	1407	233
109	78254	San Antonio	3090 Obrien Heights	1407	233
110	78238	San Antonio	PSC 0383, Box 2000	1407	233
111	78255	San Antonio	7527 Beck Forks Suite 782	1407	233
112	78204	San Antonio	5450 Foster Ramp	1407	233
113	78222	San Antonio	030 Ryan Dale Apt. 434	1407	233
114	78248	San Antonio	5426 Jessica Manors	1407	233
115	78203	San Antonio	827 Moore Crossing	1407	233
116	78251	San Antonio	75131 Torres Point Apt. 829	1407	233
117	78235	San Antonio	95057 Patrick Islands	1407	233
118	78215	San Antonio	7932 Rodriguez Light	1407	233
119	78231	San Antonio	2361 Ryan Pass	1407	233
120	78217	San Antonio	406 Abigail Station	1407	233
121	78252	San Antonio	117 Tom Mews	1407	233
122	78225	San Antonio	565 Ellis Inlet Suite 586	1407	233
123	78211	San Antonio	595 Terri Cape	1407	233
124	78213	San Antonio	5566 Mercado Tunnel	1407	233
125	78245	San Antonio	61394 Ryan Islands	1407	233
126	78232	San Antonio	5123 Holmes Branch Suite 465	1407	233
127	78263	San Antonio	USS Padilla	1407	233
128	78202	San Antonio	335 Amanda Avenue	1407	233
129	78230	San Antonio	5111 Joshua Island	1407	233
130	75706	Tyler	Unit 5173 Box 2726	1407	233
131	75707	Tyler	905 Stephanie Knoll	1407	233
132	76542	Killeen	8491 Murray Valleys	1407	233
133	76549	Killeen	2464 Rebecca Terrace Suite 494	1407	233
134	76543	Killeen	1002 Baker Square Apt. 593	1407	233
135	79118	Amarillo	43111 Lisa Islands Suite 652	1407	233
136	79111	Amarillo	28326 Mejia Orchard	1407	233
137	79109	Amarillo	2875 Ramirez Forges	1407	233
138	79103	Amarillo	0960 Murray Prairie	1407	233
139	79101	Amarillo	4630 Karen Divide	1407	233
140	79105	Amarillo	71394 Steven Trail	1407	233
141	79104	Amarillo	PSC 4107, Box 6521	1407	233
142	79108	Amarillo	81903 Randall Lock Suite 002	1407	233
143	76010	Arlington	USS Kane	1407	233
144	76006	Arlington	693 Owen Road Apt. 538	1407	233
145	76016	Arlington	861 Nelson Ports Suite 428	1407	233
146	76001	Arlington	65706 Meza Ways Apt. 111	1407	233
147	76014	Arlington	5819 Ronald Well	1407	233
148	76017	Arlington	131 Maria Loop Suite 306	1407	233
149	77551	Galveston	PSC 4013, Box 7919	1407	233
150	77554	Galveston	92926 Howell Land Suite 944	1407	233
151	79605	Abilene	8491 Brenda Keys	1407	233
152	79699	Abilene	591 Johnny Islands	1407	233
153	78521	Brownsville	21965 Jackson Station Apt. 493	1407	233
154	78401	Corpus Christi	21665 Graves Manors Apt. 193	1407	233
155	78409	Corpus Christi	PSC 1995, Box 7619	1407	233
156	78413	Corpus Christi	5860 Aguirre Common	1407	233
157	78419	Corpus Christi	USNS Perry	1407	233
158	78408	Corpus Christi	6499 Miller Summit Apt. 651	1407	233
159	78406	Corpus Christi	401 Hoffman Fields Suite 623	1407	233
160	78411	Corpus Christi	2195 Nicole Road	1407	233
161	78402	Corpus Christi	07027 Jones Pine Suite 012	1407	233
162	78404	Corpus Christi	302 Charles Place Suite 938	1407	233
163	78418	Corpus Christi	238 Travis Ranch Apt. 134	1407	233
164	77320	Huntsville	254 Robinson Ville	1407	233
165	77342	Huntsville	11916 Erik Plains	1407	233
166	75503	Texarkana	2395 Turner Glen Apt. 097	1407	233
167	75501	Texarkana	682 Webb Shore Suite 540	1407	233
168	77807	Bryan	8598 Nelson Manors Suite 485	1407	233
169	77808	Bryan	Unit 9107 Box 2401	1407	233
170	76306	Wichita Falls	439 Ruth View	1407	233
171	76310	Wichita Falls	Unit 3920 Box 9300	1407	233
172	76309	Wichita Falls	3224 Harper Tunnel	1407	233
173	76308	Wichita Falls	5705 Casey Squares Apt. 489	1407	233
174	78040	Laredo	397 Wood Avenue Apt. 839	1407	233
175	78046	Laredo	626 Perez Spur	1407	233
176	78044	Laredo	068 Thomas Underpass Apt. 019	1407	233
177	78045	Laredo	54829 Edward Light Apt. 148	1407	233
178	78043	Laredo	924 Valerie Green Suite 761	1407	233
179	77845	College Station	8877 Ashley Rest	1407	233
180	77840	College Station	79221 Andrew Shores	1407	233
181	76708	Waco	79803 Dominguez Fields	1407	233
182	76701	Waco	6501 Jonathan Spurs	1407	233
183	76707	Waco	940 Steve Park Suite 618	1407	233
184	79415	Lubbock	64568 Angela Plaza	1407	233
185	79423	Lubbock	123 White Plains Apt. 955	1407	233
186	79401	Lubbock	2590 Paul Skyway Apt. 522	1407	233
187	79412	Lubbock	79963 Grant Crescent Suite 702	1407	233
188	79766	Odessa	17071 Zamora View Apt. 232	1407	233
189	79765	Odessa	575 Melissa Pines Suite 138	1407	233
190	79764	Odessa	106 King Circles	1407	233
191	79763	Odessa	7830 Barr Run Suite 150	1407	233
192	79706	Midland	5876 Amy Meadows Suite 945	1407	233
193	79701	Midland	018 Johnson Green Apt. 574	1407	233
194	79703	Midland	2761 Rodriguez Plains	1407	233
195	77640	Port Arthur	945 White Expressway Apt. 362	1407	233
196	76209	Denton	77523 Black Forge Suite 205	1407	233
197	75962	Nacogdoches	4815 Hunter Corners Apt. 891	1407	233
198	75025	Plano	72326 Wilson Station Suite 345	1407	233
199	78802	Uvalde	34372 Shelia Stravenue	1407	233
200	77901	Victoria	Unit 1116 Box 4749	1407	233
201	77036	Houston	5700a Hillcroft Ave	1407	233
202	77478	Sugarland	14025 Southwest Fwy #501	1407	233
